N°,name,previous_name,label_fr,fr_pcg82,fr_pcga
340,depreciation_for_diminution_in_value_of_undeveloped_land_with_owner_farming,,Terrains nus exploités en faire-valoir direct,,291111
341,depreciation_for_diminution_in_value_of_other_undeveloped_land,,Autres terrains nus,,291112
342,depreciation_for_diminution_in_value_of_serviced_land,,Terrains aménagés,29112,29112
343,depreciation_for_diminution_in_value_of_undergroud_and_aboveground_sites,,Sous-sols et sur-sols,29113,29113
344,depreciation_for_diminution_in_value_of_minig_sites,,Terrains de gisement,29114,29114
345,depreciation_for_diminution_in_value_of_developed_land,,Terrains bâtis,29115,29115
346,depreciation_for_diminution_in_value_of_developed_land_assigned_to_agricultural_property_complexes,,Affectés à la production agricole,,291151
347,depreciation_for_diminution_in_value_of_developed_land_assigned_to_other_professional_activity,,Affectés à une autres activité professionnelle,,291155
348,depreciation_for_diminution_in_value_of_developed_land_assigned_to_non_professional_activity,,Affectés à des opérations non professionnelles,,291158
349,depreciation_for_diminution_in_value_of_suspense_account_for_non_amortizable_fixed_asset,,Compte d'ordre sur immobilisations (art. 6 du décret n° 78-737 du 11-7-1978 art. 6),29116,29116
350,depreciation_for_diminution_in_value_of_site_development,,Agencement et aménagement de terrains,2912,2912
351,depreciation_for_diminution_in_value_of_amortizable_site_development,,Amortissables,,29121
352,depreciation_for_diminution_in_value_of_non_amortizable_site_development,,Non amortissables,,29125
353,depreciation_for_diminution_in_value_of_construction_on_own_land_parcel_assets,,Constructions (sur sol propre),2913,2913
354,depreciation_for_diminution_in_value_of_building_assets,,Bâtiments,29131,29131
355,depreciation_for_diminution_in_value_of_buildings_assigned_to_agricultural_property_complexes,,Affectés à la production agricole,,291311
356,depreciation_for_diminution_in_value_of_buildings_assigned_to_other_professional_activity,,Affectés à une autres activité professionnelle,,291315
357,depreciation_for_diminution_in_value_of_buildings_assigned_to_non_professional_activity,,Affectés à des opérations non professionnelles,,291318
358,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings,,Installations générales - agencements – aménagements des constructions,29135,29135
359,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_assigned_to_agricultural_property_complexes,,Affectés à la production agricole,,291351
360,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_assigned_to_other_professional_activity,,Affectés à une autres activité professionnelle,,291355
361,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_assigned_to_non_professional_activity,,Affectés à des opérations non professionnelles,,291358
362,depreciation_for_diminution_in_value_of_infrastructure_development,,Ouvrages d'infrastructure,29138,29138
363,depreciation_for_diminution_in_value_of_constructions_on_third_party_sites,,Construction sur sol d’autrui,2914,2914
364,depreciation_for_diminution_in_value_of_building_assets_on_third_party_sites,,Bâtiments,29141,29141
365,depreciation_for_diminution_in_value_of_buildings_assigned_to_agricultural_property_complexes_on_third_party_sites,,Affectés à la production agricole,,291411
366,depreciation_for_diminution_in_value_of_buildings_assigned_to_other_professional_activity_on_third_party_sites,,Affectés à une autres activité professionnelle,,291415
367,depreciation_for_diminution_in_value_of_buildings_assigned_to_non_professional_activity_on_third_party_sites,,Affectés à des opérations non professionnelles,,291418
368,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_on_third_party_sites,,Installations générales - agencements – aménagements des constructions,29145,29145
369,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_assigned_to_agricultural_property_complexes_on_third_party_sites,,Affectés à la production agricole,,291451
370,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_assigned_to_other_professional_activity_on_third_party_sites,,Affectés à une autres activité professionnelle,,291455
371,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_assigned_to_non_professional_activity_on_third_party_sites,,Affectés à des opérations non professionnelles,,291458
372,depreciation_for_diminution_in_value_of_infrastructure_development_on_third_party_sites,,Ouvrages d'infrastructure,29148,29148
373,depreciation_for_diminution_in_value_of_technical_installation_equipment_and_tools,,"Installations techniques, matériels et outillage",2915,2915
374,depreciation_for_diminution_in_value_of_technical_installation_on_own_site,,Installations techniques (sur sol propre),,29151
375,depreciation_for_diminution_in_value_of_technical_installation_on_third_party_site,,Installations techniques (sur sol d’autrui),,29152
376,depreciation_for_diminution_in_value_of_equipment_assets,,Matériel,29154,29154
377,depreciation_for_diminution_in_value_of_tools_assets,,Outillage,29155,29155
378,depreciation_for_diminution_in_value_of_fixtures_and_fittings_for_equipment_and_tool_assets,,Agencements et aménagements du matériel et outillage,29157,29157
379,depreciation_for_diminution_in_value_of_fund_improvement,,Améliorations du fonds,,2917
380,depreciation_for_diminution_in_value_of_other_tangible_fixed_assets,,Autres immobilisations corporelles (hors biens vivants),2918,2918
381,depreciation_for_diminution_in_value_of_sundry_general_fixture_and_fittings,,"Installations générales, agencements, aménagements divers",29181,29181
382,depreciation_for_diminution_in_value_of_transport_equipment,,Matériel de transport,29182,29182
383,depreciation_for_diminution_in_value_of_office_and_computing_equipment,,Matériel de bureau et matériel informatique,29183,29183
384,depreciation_for_diminution_in_value_of_furnishing,,Mobilier,29184,29184
385,depreciation_for_diminution_in_value_of_recoverable_packaging,,Emballages récupérables,29186,29186
386,depreciation_for_diminution_in_value_of_other_type_of_other_tangible_fixed_assets,,Autres,,29188
387,depreciation_for_diminution_in_value_of_fixed_assets_in_concession,,Dépréciation des immobilisations mises en concession (Règl. CRC 2002-10),292,292
388,depreciation_for_diminution_in_value_of_fixed_assets_in_progress,,Dépréciation des immobilisations en cours (Règl. CRC 2002-10),293,293
389,depreciation_for_diminution_in_value_of_tangible_fixed_assets_in_progress,,Immobilisations corporelles en cours (hors biens vivants),2931,2931
390,depreciation_for_diminution_in_value_of_intangible_fixed_assets_in_progress,,Immobilisations incorporelles en cours,2932,2932
391,depreciation_for_diminution_in_value_of_living_tangible_fixed_assets_in_progress,,Immobilisations corporelles en cours (biens vivants),,2934
392,depreciation_for_diminution_in_value_of_living_tangible_fixed_assets,,Dépréciation des immobilisations corporelles ( biens vivants) (Règl.CRC 2002-10),,294
393,depreciation_for_diminution_in_value_of_adult_breeding_animals_tangible_fixed_asset,,Animaux reproducteurs (adultes),,2941
394,depreciation_for_diminution_in_value_of_breeding_animals_young_for_renewal_tangible_fixed_asset,,Animaux reproducteurs (jeunes de renouvellement),,2942
395,depreciation_for_diminution_in_value_of_service_animals_tangible_fixed_asset,,Animaux de service (adultes),,2943
396,depreciation_for_diminution_in_value_of_long_term_plantation_tangible_fixed_asset,,Plantations pérennes,,2946
397,depreciation_for_diminution_in_value_of_other_plants_tangible_fixed_asset,,Autres végétaux immobilisés,,2947
398,depreciation_for_diminution_in_value_of_participating_interests_and_related_debts_receivable,equity_security_asset_impairment_losses,Dépréciation des participations et créances rattachées à des participations,296,296
399,depreciation_for_diminution_in_value_of_debt_receivable_related_to_participating_interest_in_the_group,,Créances rattachées à des participations (groupe),29671,29671
400,depreciation_for_diminution_in_value_of_debt_receivable_related_to_participating_interest_in_professional_agricultural_organization_interests,,Créances rattachées à des participations à des organismes professionnels agricoles (autres que les établissements de crédit),,29672
401,depreciation_for_diminution_in_value_of_debt_receivable_related_to_participating_interest_in_agricultural_cooperative_companies,,Sociétés coopératives agricoles (sauf Cuma),,296721
402,depreciation_for_diminution_in_value_of_debt_receivable_related_to_participating_interest_in_equipment_cooperative_companies,,Cuma,,296722
403,depreciation_for_diminution_in_value_of_debt_receivable_related_to_participating_interest_in_collective_agricultural_interest_companies,,Sica,,296724
404,depreciation_for_diminution_in_value_of_debt_receivable_related_to_participating_interest_in_other_agricultural_companies,,Autres,,296728
405,depreciation_for_diminution_in_value_of_debt_receivable_related_to_participating_interest_apart_from_the_group,,Créances rattachées à des participations (hors groupe),29674,29674
406,depreciation_for_diminution_in_value_of_payments_representing_non_capitalisez_contributions_call_for_funds,,Versements représentatifs d'apports non capitalisés (appel de fonds),29675,29675
407,depreciation_for_diminution_in_value_of_long_term_capital_advances,,Avances consolidables,29676,29676
408,depreciation_for_diminution_in_value_of_debts_receivable_related_to_joint_ventures,,Créances rattachées à des sociétés en participation,2968,2968
409,depreciation_for_diminution_in_value_of_principal_of_debt_receivable_related_to_joint_venture,,Principal,29681,29681
410,depreciation_for_diminution_in_value_of_accrued_interest_fo_debt_receivable_related_to_joint_venture,,Intérêts courus,29688,29688
411,depreciation_for_diminution_in_value_of_other_financial_fixed_assets,,Dépréciations des autres immobilisations financières (Règl. CRC2005-09),297,297
412,depreciation_for_diminution_in_value_of_ownership_of_fixed_securities,,Titres immobilisés (droit de propriété),,2971
413,depreciation_for_diminution_in_value_of_ownership_of_fixed_shares,,Actions,29711,29711
414,depreciation_for_diminution_in_value_of_ownership_of_fixed_shareholding_in_financial_institution,,Parts dans les établissements de crédit,,29715
415,depreciation_for_diminution_in_value_of_ownership_of_fixed_other_securities,,Autres titres,29718,29718
416,depreciation_for_diminution_in_value_of_long_term_investment_debt_securities,,Titres immobilisés (droits de créance),2972,2972
417,depreciation_for_diminution_in_value_of_long_term_investment_debt_securities_in_bonds,,Obligations,29721,29721
418,depreciation_for_diminution_in_value_of_long_term_investment_debt_securities_in_warrants,,Bons,29722,29722
419,depreciation_for_diminution_in_value_of_long_term_investment_debt_securities_in_cooperative_development_funds_share_certificates,,Certificat de fonds de développement coopératif,,29723
420,depreciation_for_diminution_in_value_of_loans,,Prêts,2974,2974
421,depreciation_for_diminution_in_value_of_participating_loans,,Prêts participatifs,29741,29741
422,depreciation_for_diminution_in_value_of_loans_to_partners_or_associates,,Prêts aux associés,29742,29742
423,depreciation_for_diminution_in_value_of_loans_to_personnel,,Prêts personnels,29743,29743
424,depreciation_for_diminution_in_value_of_other_loans,,Autres prêts,29748,29748
425,depreciation_for_diminution_in_value_of_deposits_and_sureties_advanced,,Dépôts et cautionnements versés,2975,2975
426,depreciation_for_diminution_in_value_of_deposits_advanced,,Dépôts,29751,29751
427,depreciation_for_diminution_in_value_of_sureties_advanced,,Cautionnements,29755,29755
428,depreciation_for_diminution_in_value_of_other_capitalised_debts_receivable,,Autres créances immobilisées,2976,2976
429,depreciation_for_diminution_in_value_of_sundry_debts_receivable,,Créances diverses,29761,29761
430,depreciation_for_diminution_in_value_of_accrued_interests_on_other_capitalised_debts_receivable,,Intérêts courus,29768,29768
431,depreciation_for_diminution_in_value_of_accrued_interests_on_other_capitalised_long_term_investment_debts_securities,,Sur titres immobilisés (droits de créance),297682,297682
432,depreciation_for_diminution_in_value_of_accrued_interests_on_other_capitalised_loans,,Sur prêts,297684,297684
433,depreciation_for_diminution_in_value_of_accrued_interests_on_other_capitalised_deposits_and_sureties,,Sur dépôts et cautionnements,297685,297685
434,depreciation_for_diminution_in_value_of_accrued_interests_on_other_capitalised_sundry_debts_receivable,,Sur créances diverses,297688,297688
435,,stocks,Comptes de stocks et en-cours,3,3
436,supplies_and_commodities,,Approvisionnements et marchandises,,30
437,,supply_stock,Approvisionnements,,301
438,,fertilizer_stock,Engrais et amendements,,3011
439,,seed_stock,Semences et plants,,3012
440,,plant_medicine_stock,Produits de défense des végétaux,,3013
441,,livestock_feed_stock,Aliments du bétail,,3014
442,,animal_medicine_stock,Produits de défense des animaux,,3015
443,,animal_reproduction_stock,Produits de reproduction animal,,3016
444,packaging_stock,,Emballages,,3017
445,non_returnable_packaging_stock,,Emballages perdus,,30171
446,non_identifiable_recoverable_packaging_stock,,Emballages récupérables non-identifiables,,30175
447,mixed_use_packaging_stock,,Emballages à usage mixte,,30177
448,fuel_stock,gas_stock,Combustibles,,3018
449,other_supplies_stock,,Autres approvisionnements,,302
450,fuels_and_lubricants_stock,fuel_stock,Carburants et lubrifiants,,3021
451,maintenance_products_stock,maintenances_consumables_stock,Produits d'entretien,,3022
452,workshop_and_warehouse_supplies_stock,workshop_supplies_stock,Fournitures d'atelier et de magasin,,3023
453,office_supplies_stock,,Fournitures de bureau,,3024
454,staff_supply_stock,,Denrées et fournitures pour le personnel,,3025
455,miscellaneous_materials_stock,other_materials_stock,Matériaux divers,,3026
456,other_consumable_supplies_stock,other_consumables_stock,Autres fournitures consommables,,3027
457,raw_matters_stock,raw_product_stock,Matières premières,,3028
458,goods_stock,,Marchandises,,307
459,animals_in_long_cycle_stock,long_time_animal_stock,Animaux (cycle long),,31
460,animals_in_short_cycle_stock,short_time_animal_stock,Animaux (cycle court),,32
461,,long_cycle_vegetals_stock,Végétaux (cycle long),,33
462,,long_cycle_cultivation_advances,Avances aux cultures,,331
463,nursery_stock,,Pépinières,,332
464,other_plants_stock,,Autres végétaux,,338
465,,short_cycle_vegetals_stock,Végétaux (cycle court),,34
466,,short_cycle_cultivation_advances,Avances aux cultures,,341
467,,short_cycle_cultivation_advances_fertilizers,,,3411
468,,short_cycle_cultivation_advances_seeds,,,3412
469,,short_cycle_cultivation_advances_plants_medicines,,,3413
470,,short_cycle_cultivation_advances_culturals_ways,,,3415
471,other_short_cycle_plants_stock,,Autres végétaux,,348
472,,long_cycle_products_stock,En-cours de production de biens et de services (cycle long),,35
473,,long_cycle_products_wines_stock,Vins,,351
474,,long_cycle_products_liquors_stock,Alcools,,352
475,other_goods_or_services_in_progress,,Autres biens,,356
476,custom_work,,Travaux à façon,,357
477,supply_of_services_in_progress_for_long_cycle_products,,Autres services,,358
478,,short_cycle_products_stock,En-cours de production de biens et de services (cycle court),,36
479,short_cycle_products_vegetal_stock,,Produits végétaux,,361
480,short_cycle_products_animal_stock,,Produits animaux,,362
481,short_cycle_products_wines_stock,,Vins,,363
482,short_cycle_products_liquors_stock,,Alcools,,364
483,short_cycle_other_processed_products_stock,,Autres produits transformés,,365
484,short_cycle_other_goods_for_ancillary_activities,,Autres biens (activités annexes),,366
485,short_cycle_products_supply_of_services_in_progress,,Travaux à façon,,367
486,short_cycle_products_supply_of_other_services_in_progress,,Autres services,,368
487,,end_products_stock,Produits,,37
488,plant_intermediate_products,,Produits intermédiaires végétaux,,371
489,animal_intermediate_products,,Produits intermédiaires animaux,,372
490,processed_intermediate_products,,Produits intermédiaires transformés,,373
491,,plant_derivative_stock,Produits finis végétaux,,374
492,,animal_derivative_stock,Produits finis animaux,,375
493,processed_products_stocks,processing_products_stock,Produits finis transformés,,376
494,,residual_products_stock,Produits résiduels,,377
495,products_for_ancillary_activities,,Produits (activités annexes),,378
496,products_outside_warehouse,,"Stocks hors magasin (lorsque l’entreprise tient un inventaire permanent en comptabilité générale, le compte 38 peut être utilisé pour comptabiliser les stocks en voie d’acheminement, mis en dépôt ou donnés en consignation)",38,38
497,impairment_provision,,Dépréciation des stocks et en-cours (Règl. CRC 2005-9),39,39
498,impairment_provision_for_supplies_and_goods,,Dépréciation des approvisionnements et des marchandises (Règl. CRC 2005-9),,390
499,impairment_provisions_for_diminution_in_value_of_long_cycle_animals,,Déprécation des animaux à cycle long (Règl. CRC 2005-9),,391
500,impairment_provisions_for_diminution_in_value_of_short_cycle_animals,,Déprécation des animaux à cycle court (Règl. CRC 2005-9),,392
501,impairment_provisions_for_diminution_in_value_of_long_cycle_vegetals,,Dépréciation des végétaux à cycle long (Règl. CRC 2005-9),,393
502,impairment_provisions_for_diminution_in_value_of_long_cycle_cultivation_advances,,Dépréciation des avances aux cultures,,3931
503,impairment_provisions_for_diminution_in_value_of_long_cycle_cultivation_nursery,,Dépréciation des pépinières,,3932
504,impairment_provisions_for_diminution_in_value_of_long_cycle_cultivation_other_vegetals,,Dépréciation des autres végétaux,,3938
505,,,Dépréciation des végétaux à cycle court (Règl. CRC 2005-9),,394
506,,,Déprécation des avances aux cultures,,3941
507,,,Dépréciation des autres végétaux,,3948
508,,,Dépréciation des en-cours de production de biens et de services à cycle long (Règl. CRC 2005-9),,395
509,,,Vins,,3951
510,,,Alcools,,3952
511,,,Autres biens,,3956
512,,,Travaux à façon,,3957
513,,,Autres services,,3958
514,,,Dépréciation des en-cours de production de biens et de services à cycle court (Règl. CRC 2005-9),,396
515,,,Dépréciation des produits (Règl. CRC 2005-9),,397
516,accounts_for_debts_receivable_and_payable,third_party,Comptes de tiers,4,4
517,suppliers_and_related_accounts,,Fournisseurs et comptes rattachés,40,40
518,,suppliers,Fournisseurs,401,401
519,,suppliers_balance_after_compensation,Fournisseurs – Soldes après compensation,,402
520,suppliers_bills_payable,,Fournisseurs – Effets à payer,403,403
521,,fixed_assets_suppliers,Fournisseurs d’immobilisations,404,404
522,suppliers_fixed_assets_bills_payable,,Fournisseurs d’immobilisations – Effets à payer,405,405
523,,suppliers_invoices_not_received,Fournisseurs – Factures non parvenues,408,408
524,suppliers_invoices_outstanding,,Fournisseurs,4081,4081
525,fixed_asset_suppliers_invoices_ouststanding,,Fournisseurs d’immobilisations,4084,4084
526,suppliers_accrued_interests,,Fournisseurs – intérêts courus,4088,4088
527,,debtor_suppliers,Fournisseurs débiteurs,409,409
528,suppliers_payements_on_account_on_orders,,Fournisseurs - Avances et acomptes versés sur commandes,4091,4091
529,suppliers_debts_receivable_for_returnable_packaging_and_equipment,,Fournisseurs - Créances pour emballages et matériel à rendre,4096,4096
530,suppliers_other_debits,,Fournisseurs - Autres avoirs,4097,4097
531,,,"Rabais, remises, ristournes à obtenir et autres avoirs non encore reçus",4098,4098
532,,,Clients et comptes rattachés,41,41
533,,clients,Clients,411,411
534,,,Clients – Solde après compensation,,412
535,,,Clients – Effets à recevoir,413,413
536,,litigious_clients,Clients douteux ou litigieux,416,416
537,,invoice_to_create_clients,Clients - Produits non encore facturés,418,418
538,,,Clients - Factures à établir,4181,4181
539,,,Clients - Intérêts courus,4188,4188
540,,creditor_clients,Clients créditeurs,419,419
541,,,Clients - Avances et acomptes reçus sur commandes,4191,4191
542,,,Clients - Dettes sur emballages et matériels consignés,4196,4196
543,,,Clients - Autres avoirs,4197,4197
544,,,"Rabais, remises, ristournes à accorder et autres avoirs à établir",4198,4198
545,,staff_and_linked_accounts,Personnel et comptes rattachés,42,42
546,,staff_due_remunerations,Personnel - Rémunérations dues,421,421
547,,employee_representative_committees,"Comités d'entreprises, d'établissement.",422,422
548,,staff_bonus_participation,Participation des salariés aux résultats,424,424
549,,,Réserve spéciale,4246,4246
550,,,Comptes courants,4248,4248
551,,staff_advances,Personnel - Avances et acomptes,425,425
552,,staff_submissions,Personnel – Dépôts,426,426
553,,staff_oppositions,Personnel – Oppositions,427,427
554,,staff_expense_to_sold,Personnel - Charges à payer et produits à recevoir,428,428
555,,,Dettes provisionnées pour congés à payer,4282,4282
556,,,Dettes provisionnées pour participation des salariés aux résultats,4284,4284
557,,,Autres charges à payer,4286,4286
558,,,Produits à recevoir,4287,4287
559,,,Mutualité sociale agricole et autres organismes sociaux,,43
560,social_security,social_agricultural_mutuality,Sécurité sociale,,431
561,,other_social_organisation,Autres organismes sociaux,437,437
562,,social_expense_on_vacations,Organismes sociaux - Charges à payer et produits à recevoir,438,438
563,,,Charges sociales sur congés à payer,4382,4382
564,,,Autres charges à payer,4386,4386
565,,,Produits à recevoir,4387,4387
566,,state_and_other_public_entities,État et autres collectivités publiques,44,44
567,,subsidy_to_receive,État - Subventions à recevoir,441,441
568,,,Subventions d'investissement,4411,4411
569,,,Subventions d'exploitation,4417,4417
570,,,Subventions d'équilibre,4418,4418
571,,,Avances sur subventions,4419,4419
572,,entity_collectable_taxes,État - Impôts et taxes recouvrables sur des tiers,442,442
573,,,Retenues et prélèvements sur les distributions,4423,4423
574,levies_and_taxes_from_distributions,,Obligataires,4424,4424
575,,,Associés,4425,4425
576,,,Autres,,4428
577,,particular_operation_with_state,"Opérations particulières avec L’État, les collectivités publiques, les organismes Internationaux",443,443
578,,income_taxes,État – Impôts sur les bénéfices,444,444
579,,vat,État - Taxes sur le chiffre d'affaires,445,445
580,,,TVA due intracommunautaire,4452,4452
581,,,Taxes sur le chiffre d'affaires à décaisser,4455,4455
582,,vat_to_pay,TVA à décaisser,44551,44551
583,,,Taxes assimilées à la TVA,44558,44558
584,,enterprise_deductible_vat,Taxes sur le chiffre d'affaires déductibles,4456,4456
585,,deductible_asset_vat,TVA sur immobilisations,44562,44562
586,,,TVA transférée par d'autres entreprises,44563,44563
587,,deductible_vat_to_resolve,,44565,44565
588,,deductible_vat,TVA sur autres biens et services,44566,44566
589,,report_vat_credit,Crédit de TVA à reporter,44567,44567
590,,,Taxes assimilées à la TVA,44568,44568
591,,enterprise_collected_vat,Taxes sur le chiffre d'affaires collectées par l'entreprise,4457,4457
592,,collected_vat,TVA collectée,44571,44571
593,,collected_vat_to_resolve,,44575,44575
594,,,Taxes assimilées à la TVA,44578,44578
595,,waiting_vat,Taxes sur le chiffre d'affaires à régulariser ou en attente,4458,4458
596,,,Acomptes - Régime simplifié d'imposition,44581,44581
597,,,Acomptes - Régime de forfait,44582,44582
598,,,Remboursement de taxes sur le chiffre d'affaires demandé,44583,44583
599,,,TVA récupérée d'avance,44584,44584
600,,,Taxes sur le chiffre d'affaires sur factures non parvenues,44586,44586
601,,,Taxes sur le chiffre d'affaires sur factures à établir,44587,44587
602,,guaranteed_obligations,Obligations cautionnées,446,446
603,,others_taxes_and_assimilated_payments,"Autres impôts, taxes et versements assimilés",447,447
604,,fiscal_expense_on_vacations,État - Charges à payer et produits à recevoir,448,448
605,,,Charges fiscales sur congés à payer,4482,4482
606,,,Autres charges à payer,4486,4486
607,,,Produits à recevoir,4487,4487
608,,state_emission_quota_to_restitute,Quotas d’émission à restituer à l’État (Règl. CRC 2004-8),449,449
609,,holding_company_and_associate_accounts,"Groupe, communauté d’exploitation et associés",,45
610,,holding_accounts,Groupe,451,451
611,,,Associés – Opérations faites en commun (Gaec partiels),,452
612,,,Opérations courantes,,4521
613,,,Intérêts courus,,4528
614,,,Associés – Opérations faites en commun et en GIE (banque de travail),,453
615,,,Opérations courantes,,4531
616,,,Intérêts courus,,4538
617,,,Associés – Opérations faites en commun (autres communautés d’exploitations faites à objets particuliers),,454
618,,,Opérations courantes,,4541
619,,,Intérêts courus,,4548
620,,associates_current_accounts,Associés - Comptes courants,455,455
621,,principal_associates_current_accounts,Associés - Comptes courants (principal),4551,4551
622,,usual_associates_current_accounts,Associés - Comptes courants (intérêts courus),,4552
623,,associates_frozen_accounts,Associés - Comptes bloqués (principal),,4553
624,,,Associés - Comptes bloqués (intérêts courus),,4554
625,,,Associés - Opérations sur le capital,456,456
626,,,Associés - Comptes d'apport en société,4561,4561
627,,,Apports en nature,45611,45611
628,,,Apports en numéraire,45615,45615
629,,,"Actionnaires et associés - Capital appelé, non versé",4562,4562
630,,,"Actionnaires - Capital souscrit et appelé, non versé",45621,45621
631,,,"Associés - Capital appelé, non versé",45625,45625
632,,,Associés - Versements reçus sur augmentation de capital,4563,4563
633,partners_or_associates_advance_payments,,Associés - Versements anticipés,4564,4564
634,,,Actionnaires défaillants,4566,4566
635,,,Associés - Capital à rembourser,4567,4567
636,partners_or_associates_dividends_payable,,Associés - Dividendes à payer,457,457
637,,,Associés - Opérations faites en commun et en GIE,458,458
638,,,Opérations courantes,4581,4581
639,,,Intérêts courus,4588,4588
640,,,Débiteurs divers et créditeurs divers,46,46
641,,,Caisse de péréquation des prix,,461
642,,,Créances sur cessions d'immobilisations,462,462
643,,,Dettes sur acquisitions de valeurs mobilières de placement,464,464
644,,,Créances sur cessions de valeurs mobilières de placement,465,465
645,other_debtors_and_creditors,attorneys,Autres comptes débiteurs ou créditeurs,467,
646,other_debtors_and_creditors,sundry_debtors_and_creditors,Autres comptes débiteurs ou créditeurs,,467
647,,,Divers - Charges à payer et produits à recevoir,468,468
648,,,Charges à payer,4686,4686
649,,,Produits à recevoir,4687,4687
650,,temporary_operations,Comptes transitoires ou d'attente,47,47
651,,,comptes d’attente,471,471
652,,,Augmentation des créances,4771,4771
653,,compensation_operations,Opérations de compensation (convention de compte courant),,472
654,,,comptes d’attente,473,473
655,,,comptes d’attente,474,474
656,,,comptes d’attente,475,475
657,,,Différence de conversion - Actif,476,476
658,,,Diminution des créances,4761,4761
659,,,Augmentation des dettes,4762,4762
660,,,Différences compensées par couverture de change,4768,4768
661,,,Différences de conversion - Passif,477,477
662,,,Diminution des dettes,4772,4772
663,,,Différences compensées par couverture de change,4778,4778
664,,,Autres comptes transitoires,478,478
665,,regularisation_accounts,Comptes de régularisation,48,48
666,,deferred_expense_accounts,Charges à répartir sur plusieurs exercices (Règl. CRC 2004-6),481,481
667,,,Frais d'émission des emprunts,4816,4816
668,,advance_noticed_charges_accounts,Charges constatées d'avance,486,486
669,,accrued_interests_on_bank,Produits constatés d'avance,487,487
670,,,Comptes de répartition périodique des charges et des produits,488,488
671,,,Charges,4886,4886
672,,,Produits,4887,4887
673,,,Quotas d’émission alloués par l’État (Règl. CRC 2004-8),,489
674,,deprecated_entity_accounts,Dépréciations des comptes de tiers (Règl. CRC 2005-9),49,49
675,,deprecated_client_entity_accounts,Dépréciations des comptes de clients (Règl. CRC 2005-9),491,491
676,,,"Dépréciations des comptes du groupe, des communautés d’exploitation et des associés (Règl. CRC 2005-9)",,495
677,,,Comptes du groupe,4951,4951
678,,,Associés – Opérations faites en commun (Gaec partiels),,4952
679,,,Associés – Opérations faites en commun et en GIE (banque de travail),,4953
680,,,Associés – Opérations faites en commun (autres communautés d’exploitations faites à objets particuliers),,4954
681,,,Comptes courants des associés,4955,4955
682,,,Opérations faites en commun et en GIE,4958,4958
683,,,Dépréciations des comptes de débiteurs divers (Règl. CRC 2005-9),496,496
684,,,Caisse de péréquation des prix,,4961
685,,,Créances sur cessions d'immobilisations,4962,4962
686,,,Créances sur cessions de valeurs mobilières de placement,4965,4965
687,,,Autres comptes débiteurs,4967,4967
688,,finances,Comptes financiers,5,5
689,,,Parts dans des entreprises liées,501,501
690,,,Actions propres,502,502
691,,,Actions,503,503
692,,,Titres cotés,5031,5031
693,,,Titres non cotés,5035,5035
694,,,Autres titres conférant un droit de propriété,504,504
695,,,Obligations et bons émis par la société et rachetés par elle,505,505
696,,,Obligations,506,506
697,,,Titres cotés,5061,5061
698,,,Titres non cotés,5062,5062
699,,,Bons du Trésor et bons de caisse à court terme,507,507
700,,,Autres valeurs mobilières de placement et autres créances assimilées,508,508
701,,,Autres valeurs mobilières,5081,5081
702,,,"Intérêts courus sur obligations, bons et valeurs assimilés",5088,5088
703,,,Versements restant à effectuer sur valeurs mobilières de placement non libérées,509,509
704,,banks_and_similar,"Banques, établissements financiers et assimilés",51,51
705,,pending_deposit_payments,Valeurs à l'encaissement,511,511
706,,,Coupons échus à l'encaissement,5111,5111
707,,,Chèques à encaisser,5112,5112
708,,,Effets à l'encaissement,5113,5113
709,,,Effets à l'escompte,5114,5114
710,,banks,Banques,512,512
711,,,Chèques postaux,514,514
712,,,Chèques postaux,515,515
713,,,Sociétés de bourse,516,516
714,,,Autres organismes financiers,517,517
715,,accrued_bank_interests,Intérêts courus,518,518
716,,,Intérêts courus à payer,5186,5186
717,,,Intérêts courus à recevoir,5187,5187
718,,usual_bank_overdraft,Concours bancaires courants,519,519
719,,,Crédits bancaires de campagne,,5191
720,,,Crédit de mobilisation de créances,,5197
721,,,Intérêts courus sur concours bancaires courants,5198,5198
722,,,Instruments de trésorerie,52,52
723,,cashes,Caisse,53,53
724,,,Régies d'avances et accréditifs,54,54
725,,internal_transfers,Virements internes,58,58
726,,,Dépréciations des comptes financiers (Règl. CRC 2005-9),59,59
727,,,Dépréciations des valeurs mobilières de placement (Règl. CRC 2005-9),590,590
728,,,Actions,5903,5903
729,,,Autres titres conférant un droit de propriété,5904,5904
730,,,Obligations,5906,5906
731,,,Autres valeurs mobilières et créances assimilées,5908,5908
732,,expenses,Comptes de charges,6,6
733,,,Achats (sauf 603),60,60
734,,,Achats d’approvisionnements,,601
735,,fertilizer_expenses,Engrais et amendements,,6011
736,,seed_expenses,Semences et plants,,6012
737,,plant_medicine_matter_expenses,Produits de défense des végétaux,,6013
738,,livestock_feed_matter_expenses,Aliments du bétail,,6014
